wav_name,transcription,track,cluster,reference
sys24ed5-utt4a67f45.wav,b aɪ n aɪ t f oʊ l ð ə p ɹ ə s ɛ ʃ ə n h æ d ɹ iː tʃ t ɐ s m oʊ l t ɛ m p əl,main,182,b aɪ n aɪ t f oʊ l ð ə p ɹ ə s ɛ ʃ ə n h æ d ɹ iː tʃ t ɐ s m oʊ l t ɛ m p əl
sys24ed5-utta1e2d76.wav,f ɑː ɡ m ʌ s d n oʊ uː h ɪ z ʃ ɪ p s eɪ l z t ʊ n aɪ t θ oʊ p f ɪ k s æ n d b ɔ t ð ə n d ʌ t ə n ʌ v s ɛ v ɹ əl l d ɹ ɪ ŋ k s,main,215,f ɔ ɡ m ʌ s ə n t n oʊ h ɪ z ʃ ɪ p s eɪ l z t ə n aɪ t θ oʊ t f ɪ k s æ n d b oʊ t ð ə b ʌ t l ɚ s ɛ v ɹ əl d ɹ ɪ ŋ k s
sys24ed5-utta559eb8.wav,ð eɪ l æ n d ᵻ d ɪ n l ɪ v ɚ p uː l w ɪ ð dʒ ɛ s t ɪ n ʌ f t aɪ m f ɔːɹ f ɔː k ə k æ tʃ ɐ t ɹ eɪ n t ə l ʌ n d ə n ə n d w ɪ n h ɪ z b ɛ t,main,184,ð eɪ l æ n d ᵻ d ɪ n l ɪ v ɚ p uː l w ɪ ð dʒ ʌ s t ɪ n ʌ f t aɪ m f ɔː f ɔ ɡ t ə k æ tʃ ɐ t ɹ eɪ n t ə l ʌ n d ə n æ n d w ɪ n h ɪ z b ɛ t
sys24ed5-utt8129f2b.wav,b ɑːɹ ɹ oʊ f ɔ k s m aɪ l d ɐ n æ s t i s m aɪ l s ɛ l i ɹ æ b ɪ t,main,185,b ɹ æ f ɔ k s s m aɪ l d ɐ n ɑː s t i s m aɪ l s ɪ l i ɹ æ b ɪ t
sys24ed5-uttabf21a5.wav,aɪ w ʌ z θ ɪ ŋ k ɪ ŋ ʌ v m ɛ l t ᵻ d tʃ ɔ n p ɪ t æ n d t oʊ s t ᵻ d m ɑːɹ ʃ ə m ɛ l oʊ z,main,186,aɪ w ʌ z θ ɪ ŋ k ɪ ŋ ʌ v m ɛ l t ᵻ d tʃ ɔ k l ə t æ n d t oʊ s t ᵻ d m ɑːɹ ʃ m æ l oʊ z
sys24ed5-utt5082c17.wav,h iː k ə l ɛ k t ᵻ d æ z m ɛ n i æ z h iː k ə n d æ n d s t ʌ f t ð ə m ɪ n t ə h ɪ z p ɑː k ɪ t s,main,187,h iː k ə l ɛ k t ᵻ d æ z m ɛ n i æ z h iː k ʊ d æ n d s t ʌ f t ð ə m ɪ n t ə h ɪ z p ɑː k ɪ t s
sys24ed5-uttcb3db75.wav,w eɪ k w eɪ k iː v aɪ z ə n ʃ aɪ n s ɛ n t ð ə s t ɛ p m ʌ ð ɚ æ l i n ɛ k s t m ɔːɹ n ɪ ŋ,main,188,w eɪ k iː w eɪ k i ɹ aɪ z æ n d ʃ aɪ n s ɛ d ð ə s t ɛ p m ʌ ð ɚ ɜː l i n ɛ k s t m ɔːɹ n ɪ ŋ
sys24ed5-uttc84e437.wav,h æ n s əl w ʌ z t ɹ aɪ ɪ ŋ t ə b aɪ t ɔ f ð ə k ɑː θ iː æ k əl d ɔːɹ m ɐ k ə ŋ w ɛ n ð ə d oʊ f l uː oʊ p ə n,main,216,h æ n s əl w ʌ z t ɹ aɪ ɪ ŋ t ə b aɪ t ɔ f ð ə t ɑː f i æ p əl d ɔːɹ n ɔ k ɚ w ɛ n ð ə d ɔːɹ f l uː oʊ p ə n
sys24ed5-uttf1fc8d9.wav,ɪ n s ɛ k ə n d z ð ə k aɪ n d w ʊ m ə n l eɪ d aʊ t ɐ m æ ɡ n ɪ f ɪ s ə n t m eɪ l f ɔːɹ ð ə m,main,190,ɪ n s ɛ k ə n d z ð ə k aɪ n d w ʊ m ə n l eɪ d aʊ t ɐ m æ ɡ n ɪ f ɪ s ə n t m iː l f ɚ ð ɛ m
sys24ed5-utt648da5c.wav,ʃ iː w ɛ n t aʊ t s aɪ d æ n d h æ d h ɜː b ɹ ʌ ð ɚ iː ə l ɪ ŋ f ɹ ʌ m ð ə ʃ ɛ d,main,191,ʃ iː w ɛ n t aʊ t s aɪ d æ n d h ɜː d h ɚ b ɹ ʌ ð ɚ j ɛ l ɪ ŋ f ɹ ʌ m ð ə ʃ ɛ d
sys24ed5-utt9498bd2.wav,n aɪ t s f ɔː t w ɪ ð s ɔːɹ d z æ n d l ɔ ŋ s t ɪ k s k ɔː l d l æ n s ɪ z,main,192,n aɪ t s f oʊ t w ɪ ð s oʊ d z æ n d l ɔ ŋ s t ɪ k s k oʊ l d l ɑ n s ɪ z
sys24ed5-utt2349d68.wav,n aɪ t s w ɔːɹ m ɛ ɾ əl n k l oʊ ð z t ə p ɹ ə t ɛ k t ð ə m s ɛ l v z,main,193,n aɪ t s w ɔːɹ m ɛ ɾ əl k l oʊ ð z t ə p ɹ ə t ɛ k t ð ə m s ɛ l v z
sys24ed5-uttbb9416b.wav,s ʌ m t aɪ m z s k w aɪ z w ɜː n aɪ ɾ ᵻ d b ᵻ f ɔːɹ ɹ ɐ b æ ɾ əl l,main,194,s ʌ m t aɪ m z s k w aɪ z w ɜː n aɪ ɾ ᵻ d b ɪ f ɔːɹ ɹ ɐ b æ ɾ əl
sys24ed5-utt2aa67bb.wav,ð eɪ h æ d d t ə b iː p ə l aɪ t f ɛ ɹ æ n d b ɹ eɪ ð æ t oʊ l t aɪ m z,main,196,ð eɪ h æ d t ə b iː p ə l aɪ t f ɛ ɹ æ n d b ɹ eɪ v æ t oʊ l t aɪ m z
sys24ed5-utt42c2d2f.wav,ð ə m oʊ s t ɪ m p ɔːɹ t ə n t n aɪ ɾ ʌ v oʊ l w ʌ z ð ə k ɪ ŋ,main,197,ð ə m oʊ s t ɪ m p ɔːɹ t ə n t n aɪ t ʌ v oʊ l w ʌ z ð ə k ɪ ŋ
sys24ed5-utt6df8781.wav,ð ə f ɜː s t p ɑː s əl z w ɜː m eɪ d ʌ v w ɪ d ə n d ɜː θ,main,198,ð ə f ɜː s t k ɑː s əl z w ɜː m eɪ d ʌ v w ʊ d æ n d ɜ θ
sys24ed5-uttb94c096.wav,ə t aɪ l s ʊ m h æ d ɛ v ɹ i θ ɪ ŋ ð æ t ɐ l ɔːɹ d æ n d h ɪ z f æ m ᵻ l i m aɪ t n iː d,main,199,ɐ k ɑː s əl h æ d ɛ v ɹ ɪ θ ɪ ŋ ð æ t ɐ l oʊ d æ n d h ɪ z f æ m ᵻ l i m aɪ t n iː d
sys24ed5-uttbc1f88e.wav,ð eɪ eɪ t ɔː l s ɔːɹ t s ʌ v θ ɪ ŋ z iː v ə n p iː k ɔ k s æ n d s w ʌ m z,main,200,ð eɪ eɪ t oʊ l s ɔːɹ t s ʌ v θ ɪ ŋ z iː v ə n p iː k ɔ k s æ n d s w ɔ n z
sys24ed5-utt8efbca3.wav,ɛ ð ɛ ɹ i j eɪ ɹ ɪ t s b ɹ æ n tʃ ᵻ z w ɜː w eɪ d d aʊ n w ɪ ð ɐ k ɹ ɑː p ʌ v s ɑː l ɪ d v oʊ l d ə n æ p əl z,main,201,ɛ v ɹ i j ɪɹ ɪ t s b ɹ ɑː n tʃ ᵻ z w ɜː w eɪ d d aʊ n w ɪ ð ɐ k ɹ ɑː p ʌ v s ɔ l ɪ d ɡ oʊ l d ə n æ p əl z
sys24ed5-utt545ad99.wav,s oʊ ð ə k ɪ ŋ w ʌ z ɐ s t ɔ n ɪ ʃ t t ə s iː w ʌ n s ɛ p t ɛ m b ɚ m ɔːɹ n ɪ ŋ ð æ t w ʌ n ɡ oʊ l d ə n æ p əl w ʌ z m ɪ s ɪ ŋ,main,202,s oʊ ð ə k ɪ ŋ w ʌ z ɐ s t ɔ n ɪ ʃ t t ə s iː w ʌ n s ɛ p t ɛ m b ɚ m ɔːɹ n ɪ ŋ ð æ t w ʌ n ɡ oʊ l d ə n æ p əl w ʌ z m ɪ s ɪ ŋ
sys24ed5-uttda1188a.wav,h iː k ɪ k t ʌ p ð ə k eɪ dʒ æ n d b ɛ l z æ n d ə l ɑːɹ m z ɪ n s t ə n t l i ɹ æ n θ ɹ uː ð ə p æ l ɪ s,main,204,h iː p ɪ k t ʌ p ð ə k eɪ dʒ æ n d b ɛ l z æ n d ə l ɑːɹ m z ɪ n s t ə n t l i ɹ æ ŋ θ ɹ uː ð ə p æ l ɪ s
sys24ed5-utt321bd40.wav,ð ə f aɪ b ɚ d z f ɛ ð ɚ f l ʌ ɾ ɚ d aʊ p b ɹ ʌ ʃ ɪ ŋ h ɪ z s t oʊ n i f iː t,main,206,ð ə f aɪ b ɚ d z f ɛ ð ɚ f l ʌ ɾ ɚ d aʊ t b ɹ ʌ ʃ ɪ ŋ h ɪ z s t oʊ n i f iː t
sys24ed5-utted609bf.wav,ð ɛ n aɪ v ə n θ oː s t ð iː ɛ ɡ f ɹ ʌ m w ʌ n h æ n t ə ð iː ʌ ð ɚ,main,207,ð ɛ n aɪ v ə n t ɔ s t ð ɪ ɛ ɡ f ɹ ʌ m w ʌ n h æ n d t ə ð ɪ ʌ ð ɚ
sys24ed5-utt18321da.wav,w ɪ ð ɐ ɡ ɹ eɪ t ɹ oʊ ð ə k ɑː s əl k ɹ ʃ t æ n d k ɹ ʌ m b əl d t ə ð ə ɡ ɹ aʊ n d,main,208,w ɪ ð ɐ ɡ ɹ eɪ t ɹ ɔːɹ ð ə k ɑː s əl k ɹ æ ʃ t æ n d k ɹ ʌ m b əl d t ə ð ə ɡ ɹ aʊ n d
sys24ed5-uttfeeef63.wav,w ɪ ð ə k æ p t ᵻ n z h ɛ l p ʃ iː w ʌ z s uː n ɔ n h ɚ w eɪ,main,209,w ɪ ð ð ə k æ p t ɪ n z h ɛ l p ʃ iː w ʌ z s uː n ɔ n h ɚ w eɪ
sys24ed5-utt13e0e95.wav,j ɛ s t eɪ p ɚ ɹ ə w eɪ k ɹ aɪ d f ɜː s t b oʊ l d l i p ɔɨ n t ɪ ŋ æ t ə l ɪ v j ɐ,main,210,j ɛ s t eɪ k h ɚ ɹ ɐ w eɪ k ɹ aɪ d f ɛ s t b oʊ l d l i p oɪ n t ɪ ŋ æ t o l ɪ v j ɐ
sys24ed5-utte11fdc9.wav,b ɛ k ɛ ð oː s aɪ n uː s h aʊ s ð ə t oʊ k w ʌ z oʊ l ə b aʊ t l ʌ v,main,211,b æ k æ t o  s iː n oʊ z h aʊ s ð ə t oʊ k w ʌ z oʊ l ə b aʊ t l ʌ v
sys24ed5-utt3939263.wav,ɑː l t eɪ k ɐ l ʌ v l ɛ ɾ ɚ f ɹ ʌ m oʊ l ɪ v ɪ ɹ æ n d l ɛ t ɾ h ɪ m f aɪ n d ɪ t,main,212,aː l f eɪ k ɐ l ʌ v l ɛ ɾ ɚ f ɹ ʌ m o l ɪ v j ɚ æ n d l ɛ t h ɪ m f aɪ n d ɪ t
sys24ed5-utt3318b69.wav,aɪ d oʊ n t w ʌ n t t ə ɡ ɛ t ɪ n t ə m ɔːɹ t ɹ ʌ b əl w ɪ ð ɜː l ɪ v ɚ,main,217,aɪ d oʊ n t w ʌ n t t ə ɡ ɛ ɾ ɪ n t ə m ɔːɹ t ɹ ʌ b əl w ɪ ð ɐ l ɪ v i
sys429a3-uttc0339a9.wav,oʊ n l i ɐ f j uː d eɪ z b ɪ f ɔːɹ h iː h æ d s t oʊ l ə n d ð ə h uː dʒ s ʌ m ʌ v f ɪ f t i f aɪ v θ aʊ z ə n d p aʊ n z f ɹ ʌ m ð ə b æ ŋ k ʌ v ɪ ŋ ɡ l ə n d,main,180,oʊ n l i ɐ f j uː d eɪ z b ɪ f ɔːɹ h iː h ɐ d s t oʊ l ə n ð ə uː dʒ s ʌ m ʌ v f ɪ f t i f aɪ v θ aʊ z ə n d p aʊ n d z f ɹ ʌ m ð ə b æ ŋ k ʌ v ɪ ŋ ɡ l ə n d
sys429a3-utt4504ac0.wav,k w aɪ t b aɪ tʃ ɑː n s p ɑːɹ s b æ ɹ ɪ t ɚ h æ p ə n d t ə ɑː s k ɪ n s p ɛ k t ɚ f ɪ k s ð ə w eɪ t ə ð ə p ɔː s p ɔːɹ ɾ d ɔː f ɪ s,main,181,k w aɪ t b aɪ tʃ ɑː n s p ɑː s p ɑː t u  h æ p ə n d t ə ɑː s k ɪ n s p ɛ k t ɚ f ɪ k s ð ə w eɪ t ə ð ə p ɑː s p ɔːɹ ɾ ɑː f ɪ s
sys429a3-utt344ec3d.wav,f uː d ʊ m ʌ s t n oʊ h ɪ ʃ ʃ ɪ p s eɪ l z t ə n aɪ t θ oʊ t f ɪ k s æ n d b oʊ d ə n ə b w ɛ l ə s ɛ v ə n w ɪ l d ɹ ɪ ŋ k s,main,215,f ɔ ɡ m ʌ s ə n t n oʊ h ɪ z ʃ ɪ p s eɪ l z t ə n aɪ t θ oʊ t f ɪ k s æ n d b oʊ t ð ə b ʌ t l ɚ s ɛ v ɹ əl d ɹ ɪ ŋ k s
sys429a3-uttc4267fc.wav,ɪ v dʒ ʌ s t m ɛ t ɐ m æ n h uː oʊ n z ɐ l æ n dʒ ɔ t h iː ə n aʊ n s t,main,183,aɪ v dʒ ʌ s t m ɛ t ɐ m æ n h uː oʊ n z ɐ l æ n d j ɔ t h iː ɐ n aʊ n s t
sys429a3-utt8aaef16.wav,ð eɪ l æ n d æ d ɪ n l ɪ v ɚ b iː w ɪ ð dʒ ʌ s t ɪ n ʌ f t aɪ m f ɑː f ɔ ɡ t ə k æ tʃ ɐ t ɹ eɪ n t ə l ʌ n d ə n æ n d w ɪ n h ɪ z b ɛ t,main,184,ð eɪ l æ n d ᵻ d ɪ n l ɪ v ɚ p uː l w ɪ ð dʒ ʌ s t ɪ n ʌ f t aɪ m f ɔː f ɔ ɡ t ə k æ tʃ ɐ t ɹ eɪ n t ə l ʌ n d ə n æ n d w ɪ n h ɪ z b ɛ t
sys429a3-utt43afdf8.wav,b ɹ æ f ɔ k s m aɪ l d a n ɑː s t iː s m aɪ l s ɪ l i ɹ æ b ɪ t t,main,185,b ɹ æ f ɔ k s s m aɪ l d ɐ n ɑː s t i s m aɪ l s ɪ l i ɹ æ b ɪ t
sys429a3-utt1f85638.wav,aɪ w ʌ z θ ɪ ŋ k ɪ ŋ ʌ v m ɛ l t ᵻ d tʃ ɑː k t l l ʊ d æ n t oʊ s t ᵻ d m ɑːɹ ʃ m ɛ l oʊ z,main,186,aɪ w ʌ z θ ɪ ŋ k ɪ ŋ ʌ v m ɛ l t ᵻ d tʃ ɔ k l ə t æ n d t oʊ s t ᵻ d m ɑːɹ ʃ m æ l oʊ z
sys429a3-utt154a8b3.wav,w eɪ k i w eɪ k i ɹ aɪ z ə n d ʃ aɪ n s ɛ d ð ə s t ɛ p m ʌ ð ɚ ɜː l i n ɛ k s t m ɔːɹ n ɪ ŋ,main,188,w eɪ k iː w eɪ k i ɹ aɪ z æ n d ʃ aɪ n s ɛ d ð ə s t ɛ p m ʌ ð ɚ ɜː l i n ɛ k s t m ɔːɹ n ɪ ŋ
sys429a3-uttc4db1ec.wav,l ɛ t s dʒ ɛ s t w ɪ k l ə n d ɪ l w iː f aɪ n d ð ɛ dʒ ʌ v ð ə f ɔː ɹ ɪ s t s ə ɡ dʒ ɛ s t ᵻ d ɡ ɹ ɛ t ə l,main,189,l ɛ t s dʒ ʌ s t w oʊ k ʌ n t ɪ l w iː f aɪ n d ð ɪ ɛ dʒ ʌ v ð ə f ɔː ɹ ɪ s t s ə dʒ ɛ s t ᵻ d ɡ ɹ ɛ t əl
sys429a3-utt194f45a.wav,h æ n s ɪ w əl w ʌ z t ɹ aɪ ɪ ŋ t ə b aɪ t ɔ f ð ə t h uː f æ p ə v əl d ɔː n ɔ k ɚ w ɛ n ð ə d ɔː v l uː oʊ p ə n,main,216,h æ n s əl w ʌ z t ɹ aɪ ɪ ŋ t ə b aɪ t ɔ f ð ə t ɑː f i æ p əl d ɔːɹ n ɔ k ɚ w ɛ n ð ə d ɔːɹ f l uː oʊ p ə n
sys429a3-utt73d3c54.wav,ɪ n s ɛ k ə n d z ð ə k aɪ n d w ʊ m ə n l eɪ d aʊ t ɐ m æ ɡ n ɪ f ɪ s ə n t m iː l f ɔːɹ ð ə m,main,190,ɪ n s ɛ k ə n d z ð ə k aɪ n d w ʊ m ə n l eɪ d aʊ t ɐ m æ ɡ n ɪ f ɪ s ə n t m iː l f ɚ ð ɛ m
sys429a3-utt8391897.wav,ʃ iː w ɛ n t aʊ t s aɪ d æ n d h ɚ d h ɜː b ɹ ʌ ð ɚ j ɛ l ɪ ŋ f ɹ ʌ m ð ə ʃ ɛ d d,main,191,ʃ iː w ɛ n t aʊ t s aɪ d æ n d h ɜː d h ɚ b ɹ ʌ ð ɚ j ɛ l ɪ ŋ f ɹ ʌ m ð ə ʃ ɛ d
sys429a3-uttbcc5ed6.wav,n aɪ t s f oʊ t w ɪ ð s ɔːɹ d z æ n d l ɔ ŋ s t ɪ k s k oʊ l d l ɑː n s ɪ z,main,192,n aɪ t s f oʊ t w ɪ ð s oʊ d z æ n d l ɔ ŋ s t ɪ k s k oʊ l d l ɑ n s ɪ z
sys429a3-utta60a71e.wav,n aɪ t s w ɔːɹ m ɛ ɾ ə n k l oʊ ð z t ə p ɹ ɔ t ɛ k t ð ə m s ɛ l v z,main,193,n aɪ t s w ɔːɹ m ɛ ɾ əl k l oʊ ð z t ə p ɹ ə t ɛ k t ð ə m s ɛ l v z
sys429a3-uttc354c20.wav,p iː p əl l θ oʊ t n aɪ t ʃ ʊ d p ɹ ə t ɛ k t w ʌ d m ə n,main,195,p iː p əl θ oʊ t n aɪ t s ʃ ə d p ɹ ə t ɛ k t w ɪ m ɪ n
sys429a3-utt7401855.wav,ð ə m oʊ s t ɪ m p ɔːɹ t ə n t n aɪ t ʌ v oʊ l w ʌ z ð ə k ɪ ŋ,main,197,ð ə m oʊ s t ɪ m p ɔːɹ t ə n t n aɪ t ʌ v oʊ l w ʌ z ð ə k ɪ ŋ
sys429a3-uttbdbbfa3.wav,ð ə k æ s əl w ɪ l h æ v ɛ v ɹ ɪ θ ɪ ŋ ð æ t d ə l ɔːɹ d æ n d h ɪ z f æ m ɪ l i m aɪ t n iː d,main,199,ɐ k ɑː s əl h æ d ɛ v ɹ ɪ θ ɪ ŋ ð æ t ɐ l oʊ d æ n d h ɪ z f æ m ᵻ l i m aɪ t n iː d
sys429a3-utt9a12085.wav,ð eɪ eɪ t ɔː l s ɔːɹ t s ʌ v θ ɪ ŋ z m aɪ n d s iː v ɑː p iː k ɔ k s æ n d s k ɔ n z,main,200,ð eɪ eɪ t oʊ l s ɔːɹ t s ʌ v θ ɪ ŋ z iː v ə n p iː k ɔ k s æ n d s w ɔ n z
sys429a3-utt4ea9df0.wav,ɛ v ɹ i ɜː ɪ t s b ɹ ɑː n tʃ ᵻ z w eɪ w eɪ d d aʊ n w ɪ ð ɐ k ɹ oʊ p ʌ v s ʌ l ɚ d ɡ oʊ l d æ n æ p ə l i z,main,201,ɛ v ɹ i j ɪɹ ɪ t s b ɹ ɑː n tʃ ᵻ z w ɜː w eɪ d d aʊ n w ɪ ð ɐ k ɹ ɑː p ʌ v s ɔ l ɪ d ɡ oʊ l d ə n æ p əl z
sys429a3-utt08bae5e.wav,s oʊ v ð ə k ɪ ŋ w ʌ z ð ə s t ɑːɹ n ɪ ʃ t t uː s i w ʌ n s ɛ p t ɛ m b ɚ m ɔːɹ n ɪ ŋ ð ʌ t w ʌ n ɡ oʊ l d ɑː n æ p w ʌ z m ɪ s ɪ ŋ,main,202,s oʊ ð ə k ɪ ŋ w ʌ z ɐ s t ɔ n ɪ ʃ t t ə s iː w ʌ n s ɛ p t ɛ m b ɚ m ɔːɹ n ɪ ŋ ð æ t w ʌ n ɡ oʊ l d ə n æ p əl w ʌ z m ɪ s ɪ ŋ
sys429a3-utt2e86e1a.wav,oʊ l n aɪ t h iː s t uː d æ n d w eɪ ɾ ᵻ d b ʌ t ð æ w ʌ z n oʊ s aɪ n ʌ v ð ə θ iː f,main,203,oʊ l n aɪ t h iː s t ʊ d æ n d w eɪ ɾ ᵻ d b ʌ t ð ɛ w ʌ z n oʊ s aɪ n ʌ v ð ə θ iː f
sys429a3-uttcff51d9.wav,ð ə n ɛ k s t m ɔːɹ n ɪ ŋ h iː w ʌ z b ɹ oʊ t b ɪ f ɔːɹ k ɪ ŋ ɑː f ɹ ɔ n h uː l ʊ k t æ t h ɪ m k yː ɹ i ɑː s l i,main,205,ð ə n ɛ k s t m ɔːɹ n ɪ ŋ h iː w ʌ z b ɹ oʊ t b ɪ f ɔːɹ k ɪ ŋ æ f ɹ ə n h uː l ʊ k t æ t h ɪ m k j ɹː ɹ i ə s l i
sys429a3-uttc2640c9.wav,ð ə f aɪ ɹ b ɜː d z f ɛ ð ɚ f l ʌ ɾ ɚ d aʊ t b ɹ ʌ ʃ ɪ ŋ h ɪ z s t oʊ n i f iː t,main,206,ð ə f aɪ b ɚ d z f ɛ ð ɚ f l ʌ ɾ ɚ d aʊ t b ɹ ʌ ʃ ɪ ŋ h ɪ z s t oʊ n i f iː t
sys429a3-utta27ceb9.wav,w ɪ ð ð ə k æ p t eɪ n z h ɛ l p ʃ iː w ʌ z s uː n h ɔ n h ɚ w eɪ aʊ,main,209,w ɪ ð ð ə k æ p t ɪ n z h ɛ l p ʃ iː w ʌ z s uː n ɔ n h ɚ w eɪ
sys429a3-uttb596696.wav,j ɛ s m aɪ n d s t eɪ k ʌ t w eɪ k ɹ aɪ d f ɛ s t eɪ b oʊ l d l i p ɔɨ n t ɪ ŋ ʌ t oʊ l ᵻ v eɪ,main,210,j ɛ s t eɪ k h ɚ ɹ ɐ w eɪ k ɹ aɪ d f ɛ s t b oʊ l d l i p oɪ n t ɪ ŋ æ t o l ɪ v j ɐ
sys429a3-utt579afd1.wav,b æ k æ t h ɑː s i n oʊ z h aʊ s ð ə t oʊ k w ʌ z oʊ l ə b aʊ t l ʌ v,main,211,b æ k æ t o  s iː n oʊ z h aʊ s ð ə t oʊ k w ʌ z oʊ l ə b aʊ t l ʌ v
sys429a3-utt05c5fcf.wav,æ n d ɪ d k ʌ m w ɪ ð j uː n aʊ ɾ ə s iː ð ə t aʊ n b ʌ t aɪ m ʌ s t s t eɪ aʊ t ʌ v s aɪ t,main,213,æ n d aɪ d k ʌ m w ɪ ð j uː n aʊ t ə s iː ð ə t aʊ n b ʌ t aɪ m ʌ s t s t eɪ aʊ t ʌ v s aɪ t
sys429a3-utt165e522.wav,aɪ d oʊ n t w ʌ n t t ə ɡ ɛ t ɪ n t ə m ɑː t ɹ ʌ b əl l w ɪ ð ɚ l ɪ v eː,main,217,aɪ d oʊ n t w ʌ n t t ə ɡ ɛ ɾ ɪ n t ə m ɔːɹ t ɹ ʌ b əl w ɪ ð ɐ l ɪ v i
sysbb552-utt5d8f805.wav,oʊ n l i ɐ f j uː d eɪ z b ɪ f ɔːɹ h iː h ɐ d s t oʊ l ə n ð ə h uː dʒ s ʌ m ʌ v f ɪ f t i f aɪ v θ aʊ z ə n d p aʊ n d z f ɹ ʌ m ð ə b æ ŋ k ʌ v ɪ ŋ ɡ l ə n d,main,180,oʊ n l i ɐ f j uː d eɪ z b ɪ f ɔːɹ h iː h ɐ d s t oʊ l ə n ð ə uː dʒ s ʌ m ʌ v f ɪ f t i f aɪ v θ aʊ z ə n d p aʊ n d z f ɹ ʌ m ð ə b æ ŋ k ʌ v ɪ ŋ ɡ l ə n d
sysbb552-utt72f5e3a.wav,k w aɪ t b aɪ tʃ ɑː n s p æ s p ɑːɹ ɾ i h æ p ə n d t ə ɑː s k ɪ n s p ɛ k t ɚ f ɪ k s ð ə w eɪ t ə ð ə p ɑːɹ s p ɔːɹ t ɑː f ɪ s,main,181,k w aɪ t b aɪ tʃ ɑː n s p ɑː s p ɑː t u  h æ p ə n d t ə ɑː s k ɪ n s p ɛ k t ɚ f ɪ k s ð ə w eɪ t ə ð ə p ɑː s p ɔːɹ ɾ ɑː f ɪ s
sysbb552-uttdd64f9f.wav,b aɪ n aɪ t f oʊ l ð ə p ɹ ə s ɛ ʃ ə n h æ d ɹ iː tʃ t ɐ s m oʊ l t ɛ m p əl,main,182,b aɪ n aɪ t f oʊ l ð ə p ɹ ə s ɛ ʃ ə n h æ d ɹ iː tʃ t ɐ s m oʊ l t ɛ m p əl
sysbb552-utt45b0c77.wav,f ɔ ɡ m ɪ s t n oʊ h ɪ z ʃ ɪ p s eɪ l z t ə n aɪ t θ oʊ t f ɪ k s æ n d b ɔːɹ t ð ə b ʌ t l ɚ s ɛ v ɹ əl d ɹ ɪ ŋ k s,main,215,f ɔ ɡ m ʌ s ə n t n oʊ h ɪ z ʃ ɪ p s eɪ l z t ə n aɪ t θ oʊ t f ɪ k s æ n d b oʊ t ð ə b ʌ t l ɚ s ɛ v ɹ əl d ɹ ɪ ŋ k s
sysbb552-utt3a45e2f.wav,aɪ v dʒ ʌ s t m ɛ t ɐ m æ n h uː oʊ n z ɐ l æ n d j ɔ t h iː ɐ ə n aʊ n s t,main,183,aɪ v dʒ ʌ s t m ɛ t ɐ m æ n h uː oʊ n z ɐ l æ n d j ɔ t h iː ɐ n aʊ n s t
sysbb552-uttc904e1a.wav,ð eɪ l æ n d ᵻ d ɪ n l ɪ v ɚ p uː l w ɪ ð dʒ ʌ s t ɪ n ʌ f t aɪ m f ɚ f ɔ ɡ t ə k æ tʃ aɪ t ɹ eɪ n t ə l ʌ n d ə n æ n d w ɪ n h ɪ z b ɛ t,main,184,ð eɪ l æ n d ᵻ d ɪ n l ɪ v ɚ p uː l w ɪ ð dʒ ʌ s t ɪ n ʌ f t aɪ m f ɔː f ɔ ɡ t ə k æ tʃ ɐ t ɹ eɪ n t ə l ʌ n d ə n æ n d w ɪ n h ɪ z b ɛ t
sysbb552-utt8bb1aed.wav,b ɹ æ f ɔ k s s m aɪ l d ə n ɑː s t h ɪ s m aɪ l s ɪ l i ɹ æ b ɪ t,main,185,b ɹ æ f ɔ k s s m aɪ l d ɐ n ɑː s t i s m aɪ l s ɪ l i ɹ æ b ɪ t
sysbb552-uttaa5694b.wav,h iː k ə l ɛ k t ᵻ d d ɐ z m ɛ n i æ z h iː k ʊ d æ n d s t ʌ f t ð ə m ɪ n t ə h ɪ z p ɑː k ɪ t s,main,187,h iː k ə l ɛ k t ᵻ d æ z m ɛ n i æ z h iː k ʊ d æ n d s t ʌ f t ð ə m ɪ n t ə h ɪ z p ɑː k ɪ t s
sysbb552-utt64eed4a.wav,w eɪ k iː w eɪ k i ɹ aɪ z æ n d ʃ aɪ n s ɛ d ð ə s t ɛ p m ʌ ð ɚ ɜː l i n ɛ k s t m ɔːɹ n ɪ ŋ,main,188,w eɪ k iː w eɪ k i ɹ aɪ z æ n d ʃ aɪ n s ɛ d ð ə s t ɛ p m ʌ ð ɚ ɜː l i n ɛ k s t m ɔːɹ n ɪ ŋ
sysbb552-utt0ff3e79.wav,l ɛ t s dʒ ʌ s t w oʊ k ʌ n t ɪ l w iː f aɪ n d ð ɪ ɛ dʒ ʌ v ð ə f ɔː ɹ ɪ s t s ə dʒ ɛ s t ᵻ d ɡ ɹ æ ɾ ɛ l,main,189,l ɛ t s dʒ ʌ s t w oʊ k ʌ n t ɪ l w iː f aɪ n d ð ɪ ɛ dʒ ʌ v ð ə f ɔː ɹ ɪ s t s ə dʒ ɛ s t ᵻ d ɡ ɹ ɛ t əl
